ID,Annotation,Gene_name,Genome_ACC,ORF,Start,Stop,Strand
cg0324,subunit 3 of Na+K+/H+ antiporter Mrp1,mrpD1 (mnhD),BX927147,cg0324,281401.0,282933.0,-
cg0325,subunit 2 of Na+K+/H+ antiporter Mrp1,mrpC1 (mnhC),BX927147,cg0325,282934.0,283317.0,-
cg0326,"subunit 1 of Na+K+/H+ antiporter Mrp1), fusion of subunits A and B (mrpAB)",mrpA1 (mnhAB),BX927147,cg0326,283314.0,286208.0,-
cg0327,putative membrane protein,0,BX927147,cg0327,286382.0,287860.0,+
cg0328,hypothetical protein,0,BX927147,cg0328,287963.0,288829.0,-
cg0330,two component response regulator,cgtR1,BX927147,cg0330,289128.0,289796.0,-
cg0331,two component sensor kinase,cgtS1,BX927147,cg0331,289774.0,291243.0,-
cg0332,putative secreted protein,0,BX927147,cg0332,291270.0,291617.0,-
cg0333,putative membrane protein,0,BX927147,cg0333,291800.0,292420.0,+
cg0334,"putative secreted phosphohydrolase, probable acting as esterase",0,BX927147,cg0334,292594.0,293502.0,-
cg0335,"putative protein, GatB/Yqey domain, conserved ",0,BX927147,cg0335,293539.0,293994.0,+
cg0336,penicillin-binding protein 1A (EC:2.4.2.-),pbp1a,BX927147,cg0336,294001.0,296388.0,-
cg0337,"negative role in SigH-mediated oxidative stress response, WhiB homolog",whcA (whiB4),BX927147,cg0337,297055.0,297405.0,+
cg0338,"hypothetical protein, conserved",0,BX927147,cg0338,297631.0,297786.0,+
cg0339,"putative translation initiation inhibitor, similar to endoribonuclease L-PSP, conserved",0,BX927147,cg0339,297792.0,298253.0,+
cg0340,"Phenylpropanoid transporter, MFS-type; involved in degradation of aromatic compounds",phdT,BX927147,cg0340,298329.0,299684.0,-
cg0341,acyl:CoA ligase transmembrane protein; involved in degradation of aromatic compounds,phdA (fadD1),BX927147,cg0341,299723.0,301255.0,-
cg0343,"Repressor of phd operon, MarR-family; involved in degradation of aromatic compounds (phenlypropanoids)",phdR,BX927147,cg0343,301509.0,301976.0,-
cg0344,3-hydroxyacyl-CoA dehydrogenase; involved in degradation of aromatic compounds,phdB (fabG1),BX927147,cg0344,302167.0,303102.0,+
cg0345,3-oxoacyl-CoA ketohydrolase (acetyl-CoA forming); involved in degradation of aromatic compounds,phdC,BX927147,cg0345,303133.0,304077.0,+
cg0346,acyl-CoA dehydrogenase; involved in degradation of aromatic compounds,phdD (fadE),BX927147,cg0346,304070.0,305266.0,+
cg0347,enoyl-CoA hydratase; involved in degradation of aromatic compounds,phdE (hdtZ),BX927147,cg0347,305288.0,305761.0,+
cg0349,putative metallo-?-lactamase superfamily protein,0,BX927147,cg0349,305876.0,306703.0,+
cg0350,"cAMP-dependent global transcriptional regulator, Crp-family",glxR,BX927147,cg0350,306779.0,307462.0,-
cg0352,putative secreted protein,0,BX927147,cg0352,307724.0,307909.0,-
cg0353,probable endonuclease III protein (EC:4.2.99.18),nth,BX927147,cg0353,307955.0,308737.0,+
cg0354,"putative thioredoxin-related protein, secreted thio-disulfide isomerase",0,BX927147,cg0354,308745.0,309305.0,+
cg0355,putative NTP pyrophosphohydrolase (EC:3.4.21.-),0,BX927147,cg0355,309298.0,310041.0,+
cg0356,"putative serine protease, membrane protein",0,BX927147,cg0356,310132.0,311328.0,+
cg0358,putative hydrolase or acyltransferase,0,BX927147,cg0358,311896.0,312891.0,-
cg0359,putative membrane protein,0,BX927147,cg0359,312906.0,313511.0,-
cg0360,"putative phosphatase, conserved",0,BX927147,cg0360,313622.0,314464.0,-
cg0362,"putative septum site determining protein, conserved",0,BX927147,cg0362,314908.0,316005.0,+
cg0363,putative secretion ATPase protein,0,BX927147,cg0363,316002.0,317135.0,+
cg0364,putative membrane protein,0,BX927147,cg0364,317120.0,317896.0,+
cg0365,putative membrane protein,0,BX927147,cg0365,317893.0,318468.0,+
cg0366,"putative membrane protein, conserved",0,BX927147,cg0366,318492.0,318692.0,+
cg0368,"putative secreted protein, conserved ",0,BX927147,cg0368,318696.0,319016.0,+
cg0369,"putative secreted protein, conserved ",0,BX927147,cg0369,318991.0,319338.0,+
cg0370,"putative ATP-dependent RNA helicase, DEAD/DEAH box-family",0,BX927147,cg0370,319333.0,321690.0,-
cg0371,cold-shock protein A2,cspA2,BX927147,cg0371,322007.0,322210.0,+
cg0372,hypothetical protein,0,BX927147,cg0372,322294.0,322452.0,-
cg0373,DNA topoisomerase I (EC:5.99.1.2),topA,BX927147,cg0373,322911.0,325901.0,+
cg0374,"hypothetical protein, conserved",0,BX927147,cg0374,325905.0,326618.0,+
cg0375,adenylate cyclase (EC:4.6.1.1),cyaB,BX927147,cg0375,326693.0,328219.0,-
cg0376,"putative DNA polymerase III, ? subunit (EC:2.7.7.7), maybe essential",dnaX,BX927147,cg0376,328284.0,329543.0,+
cg0378,putative phage-associated protein,0,BX927147,cg0378,329934.0,330380.0,+
cg0380,hypothetical protein,0,BX927147,cg0380,330574.0,330813.0,+
cg0382,"putative adenylate kinase or related kinase, conserved",0,BX927147,cg0382,330974.0,331537.0,+
cg0384,ribosomal large subunit pseudouridine synthase C (EC:4.2.1.70),rluC1,BX927147,cg0384,331553.0,332437.0,+
cg0385,"?-glucosidase precursor-N-terminal domain, putative pseudogene",bglS,BX927147,cg0385,332920.0,334566.0,+
cg0386,"?-glucosidase-C-terminal domain, putative pseudogene",bglS,BX927147,cg0386,334550.0,334957.0,+
cg0387,"zinc-type alcohol dehydrogenase transmembrane, NAD-linked mycothiol-dependent formaldehyde dehydrogenase (EC:1.2.1.66)",adhE (fadH),BX927147,cg0387,335010.0,336116.0,+
cg0388,putative Zn-dependent hydrolase,0,BX927147,cg0388,336117.0,336752.0,+
cg0389,putative short chain dehydrogenase,0,BX927147,cg0389,336782.0,337453.0,+
cg0390,"putative permease, major facilitator-family",0,BX927147,cg0390,337570.0,338772.0,+
cg0391,"putative dTDP-glucose 4,6-dehydratase (EC:4.2.1.46)",rmlB2,BX927147,cg0391,338794.0,339729.0,+
cg0393,"putative membrane protein, conserved ",0,BX927147,cg0393,340193.0,340570.0,-
cg0394,putative glycosyl transferase,0,BX927147,cg0394,340567.0,341277.0,-
cg0395,putative ribonuclease H,0,BX927147,cg0395,341357.0,342379.0,+
cg0396,putative glycosyl transferase,0,BX927147,cg0396,342418.0,343455.0,+
cg0397,"putative 5-nucleotidase precursor (EC:3.1.3.5), part of Pi starvation stimulon",ushA,BX927147,cg0397,343637.0,345721.0,+
cg0398,hypothetical protein,0,BX927147,cg0398,345812.0,345910.0,-
cg0399,hypothetical protein,0,BX927147,cg0399,346108.0,346461.0,-
cg0400,"alcohol dehydrogenase, class C, NADP+ (EC:1.1.1.2)",adhC,BX927147,cg0400,346959.0,348020.0,-
cg0401,"TDP-glucose pyrophosphorylase, Glucose-1-phosphate thymidylyltransferase (EC:2.7.7.24)",rmlA1,BX927147,cg0401,348096.0,348953.0,-
cg0402,"dTDP-4-dehydrorhamnose 3,5-epimerase, dTDP-dehydrorhamnose reductase (EC:1.1.1.133)",rmlCD,BX927147,cg0402,348950.0,350311.0,-
cg0403,"dTDP-glucose 4,6-dehydratase (EC:4.2.1.46)",rmlB1,BX927147,cg0403,350311.0,351330.0,-
cg0404,"putative protein of nitroreductase-family, conserved, maybe involved in stress response",0,BX927147,cg0404,351368.0,351949.0,-
cg0405,putative secreted siderophore-binding lipoprotein of ABC-type ironIII dicitrate transporter,0,BX927147,cg0405,352694.0,353641.0,+
cg0407,putative secreted protein,0,BX927147,cg0407,353747.0,354388.0,-
cg0408,putative membrane protein,0,BX927147,cg0408,354597.0,355847.0,-
cg0409,putative metallopeptidase,0,BX927147,cg0409,355847.0,357229.0,-
cg0410,putative prolyl endopeptidase,0,BX927147,cg0410,357235.0,359241.0,-
cg0411,putative membrane protein,0,BX927147,cg0411,359760.0,360308.0,-
cg0412,putative membrane protein,0,BX927147,cg0412,360812.0,361906.0,-
cg0413,"trehalose corynomycolyl transferase (EC:2.3.1.122), cop1, cmt1, and cmt2 can replace each other in the synthesis",cmt1,BX927147,cg0413,362055.0,363152.0,-
cg0414,cell surface polysaccharide biosynthesis / chain length determinant protein,wzz,BX927147,cg0414,363825.0,365261.0,+
cg0415,"putative protein-tyrosine-phosphatase (EC:3.1.3.48), horizontally transferred ",ptpA2,BX927147,cg0415,365251.0,365856.0,+
cg0416,"putative secreted protein, carrying a eukaryotic domain, horizontally transferred ",0,BX927147,cg0416,365856.0,366842.0,+
cg0417,"putative dTDP-glucose 4,6-dehydratase transmembrane protein EC:4.2.1.46, horizontally transferred ",capD,BX927147,cg0417,366833.0,368647.0,+
cg0418,"putative aminotransferase, involved in cell wall biosynthesis, horizontally transferred ",0,BX927147,cg0418,368648.0,369805.0,+
cg0419,"putative glycosyltransferase, horizontally transferred ",0,BX927147,cg0419,369795.0,370409.0,+
cg0420,"putative glycosyltransferase, horizontally transferred ",0,BX927147,cg0420,370614.0,371777.0,+
cg0421,"putative translocase involved in export of a cell surface polysaccaride, horizontally transferred ",wzx,BX927147,cg0421,371930.0,373423.0,+
cg0422,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC:2.5.1.7), horizontally transferred ",murA,BX927147,cg0422,373501.0,374817.0,+
cg0423,"UDP-N-acetylenolpyruvoylglucosamine reductase (EC:1.1.1.158), horizontally transferred ",murB,BX927147,cg0423,374834.0,375841.0,+
cg0424,"putative glycosyltransferase, horizontally transferred ",0,BX927147,cg0424,375843.0,376880.0,+
cg0426,"transposase fragment, putative pseudogene, horizontally transferred ",tnp17a,BX927147,cg0426,377684.0,377836.0,+
cg0427,"transposase fragment, putative pseudogene, horizontally transferred ",tnp17b,BX927147,cg0427,378094.0,378231.0,+
cg0428,"transposase fragment, putative pseudogene, horizontally transferred ",tnp17c,BX927147,cg0428,378186.0,378515.0,+
cg0431,"putative membrane protein, involved in polysaccharide acetylation, horizontally transferred ",0,BX927147,cg0431,378666.0,379838.0,-
cg0432,"putative lipopolysaccharide modification acyltransferase, expression is under the control of autoinducers, horizontally transferred ",0,BX927147,cg0432,379848.0,380843.0,-
cg0435,"UDP-glucose 6-dehydrogenase (EC:1.1.1.22), horizontally transferred ",udgA1,BX927147,cg0435,381949.0,383112.0,+
cg0436,"hypothetical protein, horizontally transferred ",0,BX927147,cg0436,383494.0,383769.0,-
cg0437,"putative membrane protein, involved in polysaccharide polymerization, horizontally transferred ",wzy,BX927147,cg0437,383980.0,385191.0,-
cg0438,"putative glycosyltransferase, horizontally transferred ",0,BX927147,cg0438,385372.0,386196.0,-
cg0439,"putative acetyl transferase  EC:2.3.1.-, horizontally transferred ",0,BX927147,cg0439,386557.0,387204.0,+
cg0440,"hypothetical protein, horizontally transferred ",0,BX927147,cg0440,387461.0,387607.0,-
cg0441,"dihydrolipoamide dehydrogenase (EC:1.8.1.4), not E2 of PDHc and ODHc, horizontally transferred ",lpd,BX927147,cg0441,387693.0,389102.0,+
cg0442,"putative UTP-glucose-1-phosphate uridylyltransferase EC:2.7.7.9, horizontally transferred ",galU2,BX927147,cg0442,389249.0,390172.0,+
cg0443,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase,0,BX927147,cg0443,390234.0,390734.0,+
cg0444,"transcriptional regulator, involved in acetate metabolism, MerR-family",ramB,BX927147,cg0444,390784.0,392208.0,-
cg0445,"succinate:menaquinone oxidoreductase, cytochrome b subunit",sdhC sdhCD,BX927147,cg0445,392705.0,393478.0,+
cg0446,"succinate:menaquinone oxidoreductase, flavoprotein subunit",sdhA,BX927147,cg0446,393495.0,395516.0,+
cg0447,"succinate:menaquinone oxidoreductase, iron-sulfur protein subunit",sdhB,BX927147,cg0447,395516.0,396265.0,+
cg0448,"putative membrane protein, conserved 4th subunit of SQO?",0,BX927147,cg0448,396315.0,396653.0,+
cg0449,hypothetical protein,0,BX927147,cg0449,396408.0,397040.0,-
cg0450,"hypothetical protein, conserved",0,BX927147,cg0450,397229.0,398206.0,-
cg0451,putative membrane protein,0,BX927147,cg0451,398278.0,399582.0,+
cg0452,hypothetical protein,0,BX927147,cg0452,399598.0,400020.0,+
cg0453,putative membrane protein,0,BX927147,cg0453,400039.0,400344.0,+
cg0454,"transcriptional regulator, TetR-family, multidrug resistance",mfsR,BX927147,cg0454,400499.0,401152.0,+
cg0455,"putative permease, major facilitator superfamily",0,BX927147,cg0455,401149.0,402798.0,+
cg0456,"putative permease, major facilitator superfamily",0,BX927147,cg0456,402798.0,404432.0,+
cg0457,formyltetrahydrofolate deformylase,purU,BX927147,cg0457,404504.0,405418.0,-
cg0458,deoxyribose-phosphate aldolase (EC:4.1.2.4),deoC,BX927147,cg0458,405479.0,406147.0,+
cg0462,"hypothetical protein, conserved",0,BX927147,cg0462,406549.0,407418.0,+
cg0463,transcriptional repressor during copper starvation  ,csoR,BX927147,cg0463,407405.0,407707.0,-
cg0464,copper-transporting P-type ATPase (EC:3.6.3.4),"copA (ctpA, ctpV)",BX927147,cg0464,407707.0,409974.0,-
cg0465,"putative membrane protein, conserved",0,BX927147,cg0465,410023.0,410475.0,-
cg0466,secreted heme transport-associated protein,htaA,BX927147,cg0466,410706.0,412547.0,+
cg0467,hemin-binding periplasmic protein precursor,hmuT,BX927147,cg0467,412556.0,413635.0,+
cg0468,"hemin transport system, permease protein",hmuU,BX927147,cg0468,413636.0,414712.0,+
cg0469,"hemin transport system, ATP-binding protein",hmuV,BX927147,cg0469,414713.0,415528.0,+
cg0470,secreted heme transport-associated protein,htaB,BX927147,cg0470,415642.0,416601.0,+
cg0471,secreted heme transport-associated protein,htaC,BX927147,cg0471,416602.0,417441.0,+
cg0472,"hypothetical protein, conserved",0,BX927147,cg0472,417541.0,418347.0,-
cg0474,"hypothetical protein, conserved",0,BX927147,cg0474,418437.0,419252.0,-
cg0475,"hypothetical protein, conserved",0,BX927147,cg0475,419253.0,419756.0,-
cg0476,putative UDP-N-acetylenolpyruvoylglucosamine reductase EC:1.1.1.158,murB2,BX927147,cg0476,419781.0,420887.0,+
cg0477,hypothetical protein,0,BX927147,cg0477,420880.0,421518.0,+
cg0478,hypothetical protein,0,BX927147,cg0478,421558.0,421716.0,+
cg0479,hypothetical protein,0,BX927147,cg0479,421857.0,422033.0,+
cg0480,"acyl-coA synthase, N. Kallscheuer based on Shen et al., 2012:, putative feruloyl-CoA/caffeoyl-CoA/p-coumaroyl-CoA synthetase (EC:6.2.1.34)",fadD5 (fcs),BX927147,cg0480,422086.0,423792.0,-
cg0481,"glycosyltransferase,involved in mycothiol biosynthesis (EC:2.4.1.14), catalyzes the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to 1-l-myo-inositol-1-phosphate in the first committed step of mycothiol biosynthesis.",mshA,BX927147,cg0481,423877.0,425133.0,+
cg0482,"phosphoglyceromutase (EC:5.4.2.1), also important role for cell division and morphology",gpmA,BX927147,cg0482,425176.0,425922.0,+
cg0483,two component sensor kinase,senX3 (cgtS4),BX927147,cg0483,425933.0,427174.0,+
cg0484,,,BX927147,cg0484,,,-
cg0485,hypothetical protein,0,BX927147,cg0485,428560.0,429441.0,+
cg0486,putative ABC transporter integral membrane protein,0,BX927147,cg0486,429434.0,432022.0,-
cg0487,"putative secreted protein, conserved ",0,BX927147,cg0487,432122.0,433027.0,-
cg0488,"exopolyphosphatase, Ppx/GppA-family (EC:3.6.1.11)",ppx1,BX927147,cg0488,433061.0,433990.0,+
cg0489,putative membrane protein,0,BX927147,cg0489,434018.0,434824.0,+
cg0490,pyrroline-5-carboxylate reductase (EC:1.5.1.2),proC,BX927147,cg0490,434885.0,435697.0,+
cg0491,hypothetical protein,0,BX927147,cg0491,435887.0,435955.0,+
cg0492,"putative DNA-binding excisionase protein, extremely conserved ",0,BX927147,cg0492,435948.0,436139.0,+
cg0493,hypothetical protein,0,BX927147,cg0493,436309.0,436446.0,+
cg0494,"hypothetical protein, extremely conserved ",0,BX927147,cg0494,436462.0,436563.0,+
cg0495,putative phosphatase (EC:3.1.3.3),0,BX927147,cg0495,436976.0,438043.0,-
cg0496,mycoredoxin 3,mrx3,BX927147,cg0496,438124.0,438426.0,+
cg0497,"glutamyl-tRNA reductase, involved in heme biosynthesis",hemA,BX927147,cg0497,438515.0,439906.0,+
cg0498,"porphobilinogen deaminase,  involved in heme biosynthesis",hemC,BX927147,cg0498,439908.0,440816.0,+
cg0499,hypothetical protein,0,BX927147,cg0499,441219.0,441593.0,+
cg0500,"transcriptional activator of qsuABCD genes, LysR-family",qsuR,BX927147,cg0500,441597.0,442481.0,-
cg0501,"putative shikimate permease, MFS-type",qsuA,BX927147,cg0501,442757.0,444160.0,+
cg0502,"putative dehydroshikimate dehydratase, 2 domain protein",qsuB,BX927147,cg0502,444184.0,446040.0,+
cg0503,"3-dehydroquinate dehydratase EC:4.2.1.10, essential",qsuC (aroD),BX927147,cg0503,446086.0,446523.0,+
cg0504,"putative shikimate 5-dehydrogenase or an NAD-dependent quinate dehydrogenase EC:1.1.1.25, essential ",qsuD (aroE),BX927147,cg0504,446537.0,447388.0,+
cg0505,putative ribosomal protein L7/L12-family,0,BX927147,cg0505,447394.0,447669.0,-
cg0506,"putative ABC-type putative spermidine/putrescine/ironIII transporter, ATPase subunit",0,BX927147,cg0506,448126.0,449178.0,-
cg0507,"putative ABC-type putative spermidine/putrescine/ironIII transporter, permease subunit",0,BX927147,cg0507,449179.0,450825.0,-
cg0508,"putative ABC-type putative spermidine/putrescine/ironIII transporter, substrate-binding lipoprotein",0,BX927147,cg0508,450833.0,451912.0,-
cg0510,"uroporphyrinogen III synthase/methyltransferase (EC:4.2.1.75),  involved in heme biosynthesis",hemD,BX927147,cg0510,452636.0,454432.0,+
cg0511,hypothetical protein,0,BX927147,cg0511,454458.0,454877.0,+
cg0512,"?-aminolevulinate dehydratase,  involved in heme biosynthesis",hemB,BX927147,cg0512,454966.0,455985.0,+
cg0513,putative membrane protein,0,BX927147,cg0513,456015.0,456599.0,+
cg0514,putative membrane protein,0,BX927147,cg0514,456640.0,457152.0,+
cg0515,putative cation-transporting p-type ATPase,0,BX927147,cg0515,457266.0,459902.0,+
cg0516,"uroporphyrinogen decarboxylase (EC:4.1.1.37),  involved in heme biosynthesis",hemE,BX927147,cg0516,460019.0,461095.0,+
cg0517,"protoporphyrinogen oxidase (EC:1.3.3.4),  involved in heme biosynthesis",hemY,BX927147,cg0517,461111.0,462457.0,+
cg0518,"glutamate-1-semialdehyde 2,1-aminomutase, AT class II EC:5.4.3.8  involved in heme biosynthesis",hemL,BX927147,cg0518,462565.0,463869.0,+
cg0519,"putative phosphoglycerate mutase,  involved in heme biosynthesis",0,BX927147,cg0519,463866.0,464474.0,+
cg0520,"putative secreted thiol-disulfide isomerase or thioredoxin,  involved in cytochrome c biosynthesis",ccsX,BX927147,cg0520,464481.0,465104.0,+
cg0522,"cytochrome c biogenesis protein, membrane protein, DsbD-family",ccsA,BX927147,cg0522,465105.0,465911.0,+
cg0523,"putative cytochrome c biogenesis membrane protein, ResB-family",0,BX927147,cg0523,465948.0,467573.0,+
cg0524,"cytochrome c assembly membrane protein, CcsA-family",ccsB,BX927147,cg0524,467647.0,468660.0,+
cg0525,hypothetical protein,0,BX927147,cg0525,469369.0,470172.0,+
cg0526,"putative translation initiation inhibitor, YjgF-family or UPF0076-family, conserved",0,BX927147,cg0526,470183.0,470656.0,+
cg0527,"transcriptional regulator of glyA cg1133, ArsR-family",glyR,BX927147,cg0527,470653.0,471012.0,-
cg0528,putative secreted protein,0,BX927147,cg0528,471117.0,471419.0,-
cg0530,hypothetical protein,0,BX927147,cg0530,471598.0,471849.0,+
cg0531,"1,4-dihydroxy-2-naphthoate octaprenyltransferase, involved in menaquinone biosynthesis",menA,BX927147,cg0531,471911.0,472807.0,-
cg0532,putative glycosyltransferase,0,BX927147,cg0532,472947.0,473813.0,+
cg0533,"O-succinylbenzoic acid-CoA ligase (EC:6.2.1.26), , involved in menaquinone biosynthesis",menE,BX927147,cg0533,473810.0,474940.0,-
cg0534,putative integral membrane protein,0,BX927147,cg0534,474993.0,475406.0,-
cg0535,putative ketoglutarate semialdehyde dehydrogenase,0,BX927147,cg0535,475485.0,477047.0,-
