locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
cg0256,cg0256,BX927147.1,,224355.0,225248.0,+,conserved hypothetical protein,Function unknown,,Op140
cg0257,cg0257,BX927147.1,,225240.0,226313.0,-,HESA/MOEB/THIF FAMILY PROTEIN,Coenzyme transport and metabolism,,Op141
cg0258,moaE,BX927147.1,,226310.0,226768.0,-,MOLYBDOPTERIN SYNTHASE%2C LARGE SUBUNIT,Coenzyme transport and metabolism,,Op141
cg0259,moaB,BX927147.1,,226758.0,227231.0,-,MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN,Coenzyme transport and metabolism,,Op141
cg0260,moaC,BX927147.1,,227216.0,227686.0,-,MOLYBDOPTERIN CO-FACTOR SYNTHESIS PROTEIN,Coenzyme transport and metabolism,Q8NTU1,Op141
cg0261,moeA1,BX927147.1,,227701.0,228888.0,-,MOLYBDOPTERIN CO-FACTOR SYNTHESIS PROTEIN,Coenzyme transport and metabolism,,Op141
cg0262,modB,BX927147.1,,228889.0,229728.0,-,sulfate/molybdate transport system%2C permease component,Inorganic ion transport and metabolism,,Op141
cg0263,modA,BX927147.1,,229709.0,230515.0,-,MOLYBDATE-BINDING secreted PROTEIN,Inorganic ion transport and metabolism,,Op141
cg0264,cg0264,BX927147.1,,230675.0,230932.0,+,PUTATIVE MOLYBDOPTERIN CONVERTING FACTOR,Coenzyme transport and metabolism,,Op142
cg0265,cg0265,BX927147.1,,230929.0,231843.0,-,ABC TRANSPORTER ATP-BINDING PROTEIN,Carbohydrate transport and metabolism,,Op143
cg0266,cg0266,BX927147.1,,231846.0,232268.0,-,membrane protein,Function unknown,,Op143
cg0267,pat,BX927147.1,,232258.0,233283.0,-,phenylalanine aminotransferase,Amino acid transport and metabolism,Q8NTT4,Op143
cg0269,cg0269,BX927147.1,,233914.0,234822.0,+,conserved hypothetical protein,Function unknown,,Op144
cg0270,cg0270,BX927147.1,,234908.0,235192.0,-,hypothetical protein,No COG annotation,,Op145
cg0272,cg0272,BX927147.1,,235449.0,236213.0,-,Bacterial regulatory protein%2C LysR family,Transcription,,Op146
cg0273,cg0273,BX927147.1,,236327.0,237346.0,+,PROBABLE ALCOHOL DEHYDROGENASE,Energy production and conversion,,Op147
cg0274,cg0274,BX927147.1,,237346.0,238149.0,+,PUTATIVE OXIDOREDUCTASE PROTEIN,Energy production and conversion,,Op147
cg0275,mgtE2,BX927147.1,,238219.0,239529.0,+,MG2+ TRANSPORTER,Inorganic ion transport and metabolism,,Op148
cg0277,cg0277,BX927147.1,,239936.0,241519.0,+,Sodium:sulfate symporter transmembrane component,Inorganic ion transport and metabolism,,Op149
cg0279,tyrA,BX927147.1,,241881.0,242921.0,-,PUTATIVE PREPHENATE DEHYDROGENASE,Amino acid transport and metabolism,,Op150
cg0280,cg0280,BX927147.1,,242941.0,243435.0,+,conserved hypothetical protein,Function unknown,,Op151
cg0281,cg0281,BX927147.1,,243483.0,243914.0,+,PUTATIVE CYTOSINE DEAMINASE,Nucleotide transport and metabolism,,Op151
cg0282,cg0282,BX927147.1,,244016.0,244219.0,+,conserved hypothetical protein,Function unknown,,Op152
cg0283,cg0283,BX927147.1,,244569.0,244820.0,+,membrane protein,No COG annotation,,Op153
cg0284,cg0284,BX927147.1,,244903.0,247308.0,+,drug exporter of the RND superfamily,Function unknown,,Op154
cg0285,tgt,BX927147.1,,247311.0,248576.0,+,PUTATIVE TRNA-GUANINE TRANSGLYCOSYLASE,"Translation, ribosomal structure and biogenesis",,Op154
cg0286,cg0286,BX927147.1,,248555.0,249307.0,-,CONSERVED HYPOTHETICAL membrane PROTEIN,Function unknown,,Op155
cg0287,cg0287,BX927147.1,,249429.0,250511.0,+,similar to malic enzyme,Coenzyme transport and metabolism,,Op156
cg0288,cg0288,BX927147.1,,250504.0,251943.0,+,PUTATIVE ABC TRANSPORTER TRANSMEMBRANE SUBUNIT,Defense mechanisms,,Op157
cg0289,gltX,BX927147.1,,251953.0,252834.0,+,GLUTAMYL-TRNA SYNTHETASE-RELATED PROTEIN,"Translation, ribosomal structure and biogenesis",Q8NTR6,Op157
cg0291,cg0291,BX927147.1,,252828.0,253820.0,-,3%2C4-dioxygenase beta subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,Op158
cg0292,tnp16a(ISCg16a),BX927147.1,,254327.0,255487.0,-,TRANSPOSASE,"Replication, recombination and repair",,Op159
cg0293,cg0293,BX927147.1,,255490.0,255795.0,-,hypothetical protein,No COG annotation,,Op159
cg0294,aspB,BX927147.1,,256618.0,257898.0,+,ASPARTATE AMINOTRANSFERASE,Amino acid transport and metabolism,,Op160
cg0295,cg0295,BX927147.1,,257901.0,258533.0,+,conserved hypothetical protein,Function unknown,,Op160
cg0296,dnaZX,BX927147.1,,258552.0,260879.0,+,DNA POLYMERASE III GAMMA AND TAU SUBUNITS,"Replication, recombination and repair",,Op160
cg0297,cg0297,BX927147.1,,260988.0,261299.0,+,Uncharacterized BCR%2C YbaB family COG0718,Function unknown,Q8NTQ9,Op161
cg0298,recR,BX927147.1,,261403.0,262059.0,+,DNA repair protein (RecF pathway),"Replication, recombination and repair",,Op162
cg0299,cobQ,BX927147.1,,262544.0,263296.0,-,COBYRIC ACID SYNTHASE,Function unknown,,Op163
cg0300,cg0300,BX927147.1,,263296.0,264567.0,-,hypothetical tripeptide synthase involved in murein formation,Cell wall/membrane/envelope biogenesis,,Op163
cg0302,cg0302,BX927147.1,,264597.0,265679.0,-,DNA polymerase III epsilon subunit or related 3'-5' exonuclease,"Replication, recombination and repair",,Op163
cg0303,leuA,BX927147.1,,266152.0,268002.0,-,2-ISOPROPYLMALATE SYNTHASE,Amino acid transport and metabolism,,Op164
cg0304,cg0304,BX927147.1,,268256.0,268948.0,-,membrane protein,Amino acid transport and metabolism,,Op165
cg0305,cg0305,BX927147.1,,269030.0,269128.0,+,hypothetical protein,No COG annotation,,Op166
cg0306,lysC,BX927147.1,,269371.0,270636.0,+,ASPARTOKINASE LYSC ALPHA and beta SUBUNITs,Amino acid transport and metabolism,,Op167
cg0307,asd,BX927147.1,,270660.0,271694.0,+,ASPARTATE-SEMIALDEHYDE DEHYDROGENASE,Amino acid transport and metabolism,,Op167
cg0308,cg0308,BX927147.1,,271980.0,273197.0,+,putative membrane protein,No COG annotation,,Op168
cg0309,sigC,BX927147.1,,273539.0,274120.0,-,Sigma-70 factor (ECF subfamily),Transcription,,Op169
cg0310,katA,BX927147.1,,274324.0,275874.0,+,CATALASE,Energy production and conversion,,Op170
cg0311,cg0311,BX927147.1,,275954.0,276247.0,-,secreted protein,No COG annotation,,Op171
cg0313,lrp,BX927147.1,,276299.0,276754.0,-,leucine responsive regulator,Transcription,,Op172
cg0314,brnF,BX927147.1,,276829.0,277584.0,+,branched chain amino acid exporter%2C large subunit,Amino acid transport and metabolism,,Op173
cg0315,brnE,BX927147.1,,277581.0,277907.0,+,branched chain amino acid exporter%2C small subunit,Amino acid transport and metabolism,,Op173
cg0316,cg0316,BX927147.1,,277984.0,278277.0,-,secreted protein,No COG annotation,,Op174
cg0317,cg0317,BX927147.1,,278385.0,278732.0,-,CAF18832.1,Transcription,,Op175
cg0318,arsC1,BX927147.1,,278814.0,279896.0,+,PUTATIVE HEAVY METAL RESISTANCE MEMBRANE PROTEIN,Inorganic ion transport and metabolism,,Op176
cg0319,arsX,BX927147.1,,279893.0,280282.0,+,ARSENATE REDUCTASE,Signal transduction mechanisms,,Op176
cg0321,cg0321,BX927147.1,,280346.0,280666.0,-,Na+/H+ antiporter subunit,Inorganic ion transport and metabolism,,Op177
cg0322,cg0322,BX927147.1,,280667.0,280939.0,-,PREDICTED conserved MEMBRANE PROTEIN,No COG annotation,,Op177
cg0323,cg0323,BX927147.1,,280946.0,281401.0,-,CONSERVED HYPOTHETICAL secreted PROTEIN,Inorganic ion transport and metabolism,,Op177
cg0324,mnhD,BX927147.1,,281401.0,282933.0,-,hydrogenlyase subunit 3/Multisubunit Na+/H+ antipoter%2C MnhD subunit,Energy production and conversion,,Op177
cg0325,cg0325,BX927147.1,,282934.0,283317.0,-,Na+/H+ antiporter,Inorganic ion transport and metabolism,,Op177
cg0326,nuoL,BX927147.1,,283314.0,286208.0,-,NADH-QUINONE OXIDOREDUCTASE CHAIN 5,Energy production and conversion,,Op177
cg0327,cg0327,BX927147.1,,286373.0,287860.0,+,membrane protein,Function unknown,,Op178
cg0328,cg0328,BX927147.1,,287963.0,288829.0,-,hypothetical protein,Function unknown,,Op179
cg0330,cgtR1,BX927147.1,,289128.0,289796.0,-,PUTATIVE TWO COMPONENT RESPONSE REGULATOR,Transcription,,Op180
cg0331,cgtS1,BX927147.1,,289774.0,291243.0,-,PROBABLE TWO-COMPONENT SENSOR HISTIDINE KINASE,Signal transduction mechanisms,,Op181
cg0332,cg0332,BX927147.1,,291270.0,291617.0,-,secreted protein,No COG annotation,,Op181
cg0333,cg0333,BX927147.1,,291800.0,292420.0,+,POSSIBLE MEMBRANE PROTEIN,Function unknown,,Op182
cg0334,cg0334,BX927147.1,,292594.0,293511.0,-,secreted phosphohydrolase,Function unknown,,Op183
cg0335,cg0335,BX927147.1,,293539.0,293994.0,+,conserved hypothetical protein%2C GatB/Yqey domain,Function unknown,,Op184
cg0336,ponA,BX927147.1,,294001.0,296388.0,-,PENICILLIN-BINDING PROTEIN 1B,Cell wall/membrane/envelope biogenesis,,Op185
cg0337,whiB4,BX927147.1,,297055.0,297405.0,+,PUTATIVE REGULATORY PROTEIN (WHIB-RELATED PROTEIN),Transcription,,Op186
cg0338,cg0338,BX927147.1,,297631.0,297786.0,+,CONSERVED HYPOTHETICAL PROTEIN,Function unknown,,Op187
cg0339,cg0339,BX927147.1,,297792.0,298253.0,+,translation initiation inhibitor,"Translation, ribosomal structure and biogenesis",,Op187
cg0340,cg0340,BX927147.1,,298329.0,299684.0,-,PUTATIVE INTEGRAL MEMBRANE TRANSPORT PROTEIN,Amino acid transport and metabolism,,Op188
cg0341,fadD1,BX927147.1,,299723.0,301255.0,-,PUTATIVE FATTY-ACID--COA LIGASE TRANSMEMBRANE PROTEIN,Lipid transport and metabolism,,Op188
cg0343,cg0343,BX927147.1,,301509.0,301976.0,-,PUTATIVE TRANSCRIPTION REGULATOR PROTEIN%2C MarR fam,Transcription,,Op189
cg0344,fabG1,BX927147.1,,302167.0,303102.0,+,3-OXOACYL-(ACYL-CARRIER PROTEIN) REDUCTASE,Lipid transport and metabolism,,Op190
cg0345,cg0345,BX927147.1,,303133.0,304077.0,+,metal-dependent hydrolase of the TIM-barrel fold,Function unknown,,Op190
cg0346,fadE,BX927147.1,,304070.0,305266.0,+,GLUTARYL-COA DEHYDROGENASE,Lipid transport and metabolism,,Op190
cg0347,cg0347,BX927147.1,,305288.0,305761.0,+,acyl dehydratase,Lipid transport and metabolism,,Op190
cg0349,cg0349,BX927147.1,,305858.0,306703.0,+,METALLO-BETA-LACTAMASE SUPERFAMILY PROTEIN,Function unknown,,Op191
cg0350,cg0350,BX927147.1,,306779.0,307462.0,-,TRANSCRIPTIONAL REGULATOR%2C CRP/FNR FAMILY,Transcription,,Op192
cg0352,cg0352,BX927147.1,,307724.0,307918.0,-,putative secreted protein,No COG annotation,,Op193
cg0353,nth,BX927147.1,,307955.0,308737.0,+,PROBABLE ENDONUCLEASE III PROTEIN,"Replication, recombination and repair",,Op194
cg0354,cg0354,BX927147.1,,308745.0,309305.0,+,THIOREDOXIN-RELATED PROTEIN%2C secreted,Energy production and conversion,,Op194
cg0355,cg0355,BX927147.1,,309262.0,310041.0,+,pyrophosphohydrolase,"Replication, recombination and repair",,Op194
cg0356,cg0356,BX927147.1,,310177.0,311328.0,+,putative serine protease%2C membrane protein,"Post-translational modification, protein turnover, and chaperones",,Op195
cg0358,cg0358,BX927147.1,,311896.0,312891.0,-,hydrolase or acyltransferase,Function unknown,,Op196
cg0359,cg0359,BX927147.1,,312906.0,313511.0,-,PUTATIVE MEMBRANE PROTEIN,Function unknown,,Op196
cg0360,cg0360,BX927147.1,,313622.0,314464.0,-,putative phosphatase,Amino acid transport and metabolism,,Op197
cg0362,cg0362,BX927147.1,,314908.0,316005.0,+,PUTATIVE SEPTUM SITE DETERMINING PROTEIN,"Cell cycle control, cell division, chromosome partitioning",,Op198
cg0363,cg0363,BX927147.1,,316002.0,317135.0,+,PROBABLE SECRETION ATPASE PROTEIN,"Intracellular trafficking, secretion, and vesicular transport",,Op198
cg0364,cg0364,BX927147.1,,317120.0,317896.0,+,membrane protein,"Intracellular trafficking, secretion, and vesicular transport",,Op198
cg0365,cg0365,BX927147.1,,317893.0,318468.0,+,membrane protein,Cell motility,,Op198
cg0366,cg0366,BX927147.1,,318492.0,318692.0,+,conserved hypothetical membrane protein,Function unknown,,Op198
cg0368,cg0368,BX927147.1,,318696.0,319016.0,+,conserved secreted protein,No COG annotation,,Op198
cg0369,cg0369,BX927147.1,,318991.0,319338.0,+,conserved hypothetical secreted protein,Function unknown,,Op198
cg0370,cg0370,BX927147.1,,319333.0,321729.0,-,DEAD/DEAH box helicase,"Replication, recombination and repair",,Op199
cg0371,cspA2,BX927147.1,,322007.0,322210.0,+,COLD-SHOCK PROTEIN CSPA,Transcription,,Op200
cg0372,cg0372,BX927147.1,,322294.0,322452.0,-,hypothetical protein,No COG annotation,,Op201
cg0373,topA,BX927147.1,,322911.0,325901.0,+,DNA TOPOISOMERASE,"Replication, recombination and repair",,Op202
cg0374,cg0374,BX927147.1,,325905.0,326618.0,+,conserved hypothetical protein,Function unknown,,Op202
cg0375,cyaB,BX927147.1,,326693.0,328336.0,-,putative ADENYLATE CYCLASE,Signal transduction mechanisms,,Op203
cg0376,dnaX,BX927147.1,,328284.0,329543.0,+,PUTATIVE DNA POLYMERASE III%2C DELTA' SUBUNIT,"Replication, recombination and repair",,Op204
cg0378,cg0378,BX927147.1,,329934.0,330380.0,+,putative phage-associated protein,Function unknown,,Op205
cg0380,cg0380,BX927147.1,,330574.0,330813.0,+,hypothetical protein,No COG annotation,,Op206
cg0382,cg0382,BX927147.1,,330974.0,331537.0,+,Adenylate kinase or related kinase,Nucleotide transport and metabolism,,Op207
cg0384,rluC1,BX927147.1,,331553.0,332437.0,+,RIBOSOMAL LARGE SUBUNIT PSEUDOURIDINE SYNTHASE C,"Translation, ribosomal structure and biogenesis",,Op207
cg0385,bglS',BX927147.1,,332920.0,334566.0,+,BETA-GLUCOSIDASE PRECURSOR-N-terminal domain,Carbohydrate transport and metabolism,,Op208
cg0386,'bglS,BX927147.1,,334550.0,334957.0,+,BETA-GLUCOSIDASE-C-terminal domain,Carbohydrate transport and metabolism,,Op209
cg0387,adhE,BX927147.1,,335010.0,336116.0,+,PUTATIVE ZINC-TYPE ALCOHOL DEHYDROGENASE TRANSMEMB,Energy production and conversion,,Op210
cg0388,cg0388,BX927147.1,,336117.0,336752.0,+,Zn-dependent hydrolase,Function unknown,,Op210
cg0389,cg0389,BX927147.1,,336773.0,337453.0,+,short chain dehydrogenase,Energy production and conversion,,Op210
cg0390,cg0390,BX927147.1,,337540.0,338772.0,+,permease%2C major facilitator family,Amino acid transport and metabolism,,Op211
cg0391,rmlB2,BX927147.1,,338794.0,339729.0,+,PUTATIVE DTDP-GLUCOSE 4%2C6-DEHYDRATASE,Cell wall/membrane/envelope biogenesis,,Op211
cg0393,cg0393,BX927147.1,,340193.0,340570.0,-,CONSERVED HYPOTHETICAL membrane PROTEIN,Function unknown,,Op212
cg0394,cg0394,BX927147.1,,340567.0,341277.0,-,Glycosyl transferase,Cell wall/membrane/envelope biogenesis,,Op212
cg0395,cg0395,BX927147.1,,341348.0,342379.0,+,hypothetical protein,"Replication, recombination and repair",,Op213
cg0396,cg0396,BX927147.1,,342418.0,343455.0,+,Glycosyl transferase,Function unknown,,Op213
cg0397,cg0397,BX927147.1,,343637.0,345721.0,+,PROBABLE 5'-NUCLEOTIDASE PRECURSOR,Nucleotide transport and metabolism,,Op214
cg0398,cg0398,BX927147.1,,345812.0,345910.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op215
cg0399,cg0399,BX927147.1,,346108.0,346461.0,-,hypothetical protein,No COG annotation,,Op216
cg0400,adhC,BX927147.1,,346959.0,348020.0,-,ALCOHOL DEHYDROGENASE%2C CLASS C,Energy production and conversion,,Op217
cg0401,rmlA1,BX927147.1,,348096.0,348953.0,-,TDP-GLUCOSE PYROPHOSPHORYLASE,Coenzyme transport and metabolism,,Op218
cg0402,rmlCD,BX927147.1,,348950.0,350311.0,-,DTDP-4-DEHYDRORHAMNOSE 3%2C5-EPIMERASE%2C dtdp-dehydrorhamnose reductase,Cell wall/membrane/envelope biogenesis,,Op218
cg0403,rmlB1,BX927147.1,,350311.0,351330.0,-,DTDP-GLUCOSE 4%2C6-DEHYDRATASE,Cell wall/membrane/envelope biogenesis,,Op218
cg0404,cg0404,BX927147.1,,351368.0,351949.0,-,Nitroreductase family,Energy production and conversion,,Op218
cg0405,cg0405,BX927147.1,,352694.0,353641.0,+,cobalamin/Fe3+-siderophores transport system%2C secreted component,Inorganic ion transport and metabolism,,Op219
cg0407,cg0407,BX927147.1,,353747.0,354388.0,-,secreted protein,No COG annotation,,Op220
cg0408,cg0408,BX927147.1,,354597.0,355847.0,-,membrane protein,Function unknown,,Op221
cg0409,cg0409,BX927147.1,,355847.0,357229.0,-,PROBABLE METALLOPEPTIDASE,Amino acid transport and metabolism,,Op221
cg0410,cg0410,BX927147.1,,357235.0,359241.0,-,PUTATIVE PROLYL ENDOPEPTIDASE,Amino acid transport and metabolism,,Op221
cg0411,cg0411,BX927147.1,,359760.0,360335.0,-,putative membrane protein,"Replication, recombination and repair",,Op222
cg0412,cg0412,BX927147.1,,360812.0,361906.0,-,membrane protein,Function unknown,,Op223
cg0413,cmt1,BX927147.1,,362055.0,363152.0,-,Trehalose corynomycolyl transferase,Function unknown,,Op224
cg0414,wzz,BX927147.1,,363825.0,365261.0,+,cell surface polysaccharide biosynthesis / Chain length determinant protein,"Cell cycle control, cell division, chromosome partitioning",,Op225
cg0415,ptpA2,BX927147.1,,365251.0,365856.0,+,Low molecular weight phosphotyrosine protein phosp,Signal transduction mechanisms,,Op225
cg0416,cg0416,BX927147.1,,365856.0,366842.0,+,secreted protein%2C carrying a eukaryotic domain,Carbohydrate transport and metabolism,,Op226
cg0417,capD,BX927147.1,,366833.0,368647.0,+,PROBABLE DTDP-GLUCOSE 4%2C6-DEHYDRATASE TRANSMEMBRANE PROTEIN,Carbohydrate transport and metabolism,,Op226
cg0418,cg0418,BX927147.1,,368648.0,369805.0,+,putative aminotransferase,Amino acid transport and metabolism,,Op226
cg0419,cg0419,BX927147.1,,369795.0,370409.0,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op226
cg0420,cg0420,BX927147.1,,370614.0,371777.0,+,GLYCOSYL TRANSFERASE,Cell wall/membrane/envelope biogenesis,,Op227
cg0421,wzx,BX927147.1,,371930.0,373423.0,+,putative translocase involved in export of a cell surface polysaccaride,Function unknown,,Op228
cg0422,murA,BX927147.1,,373501.0,374817.0,+,UDP-N-ACETYLGLUCOSAMINE 1-CARBOXYVINYLTRANSFERASE,Cell wall/membrane/envelope biogenesis,,Op229
cg0423,murB,BX927147.1,,374834.0,375841.0,+,UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE,Cell wall/membrane/envelope biogenesis,,Op229
cg0424,cg0424,BX927147.1,,375843.0,376880.0,+,PUTATIVE GLYCOSYLTRANSFERASE,Function unknown,,Op229
cg0426,tnp17a(ISCg17a),BX927147.1,,377684.0,377836.0,+,TRANSPOSASE-fragment,No COG annotation,,Op230
cg0427,tnp17b(ISCg17a),BX927147.1,,378094.0,378231.0,+,TRANSPOSASE-fragment,No COG annotation,,Op231
cg0428,tnp17c(ISCG17a),BX927147.1,,378186.0,378515.0,+,TRANSPOSASE-fragment,"Replication, recombination and repair",,Op232
cg0431,cg0431,BX927147.1,,378666.0,379838.0,-,conserved MEMBRANE PROTEIN,Lipid transport and metabolism,,Op233
cg0432,cg0432,BX927147.1,,379848.0,380843.0,-,PROBABLE LIPOPOLYSACCHARIDE MODIFICATION ACYLTRANS,Lipid transport and metabolism,,Op233
cg0435,udgA1,BX927147.1,,381949.0,383112.0,+,UDP-GLUCOSE 6-DEHYDROGENASE,Cell wall/membrane/envelope biogenesis,,Op234
cg0436,cg0436,BX927147.1,,383494.0,383769.0,-,hypothetical protein,No COG annotation,,Op235
cg0437,cg0437,BX927147.1,,383980.0,385191.0,-,membrane protein,Function unknown,,Op236
cg0438,cg0438,BX927147.1,,385372.0,386196.0,-,PUTATIVE GLYCOSYLTRANSFERASE,Cell wall/membrane/envelope biogenesis,,Op237
cg0439,cg0439,BX927147.1,,386557.0,387204.0,+,PUTATIVE ACETYL TRANSFERASE PROTEIN,Function unknown,,Op238
cg0440,cg0440,BX927147.1,,387461.0,387607.0,-,hypothetical protein,No COG annotation,,Op239
cg0441,lpd,BX927147.1,,387693.0,389102.0,+,DIHYDROLIPOAMIDE DEHYDROGENASE,Energy production and conversion,,Op240
cg0442,galU2,BX927147.1,,389249.0,390172.0,+,PUTATIVE UTP-GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERA,Cell wall/membrane/envelope biogenesis,,Op241
cg0443,cg0443,BX927147.1,,390213.0,390734.0,+,PUTATIVE TRANSCRIPTIONAL REGULATORY PROTEIN,"Translation, ribosomal structure and biogenesis",,Op241
cg0444,cg0444,BX927147.1,,390784.0,392208.0,-,transcriptional regulator%2C MerR family,Transcription,,Op242
cg0445,sdhCD,BX927147.1,,392705.0,393478.0,+,succinate dehydrogenase CD,Energy production and conversion,,Op243
cg0446,sdhA,BX927147.1,,393495.0,395516.0,+,succinate dehydrogenase A,Energy production and conversion,,Op243
cg0447,sdhB,BX927147.1,,395516.0,396265.0,+,succinate dehydrogenase B,Energy production and conversion,,Op243
cg0448,cg0448,BX927147.1,,396315.0,396653.0,+,conserved hypothetical membrane protein,No COG annotation,,Op243
cg0449,cg0449,BX927147.1,,396408.0,397040.0,-,hypothetical protein,No COG annotation,,Op244
cg4001,cg4001,BX927147.1,,396672.0,396935.0,+,hypothetical protein,No COG annotation,,Op243
cg0450,cg0450,BX927147.1,,397229.0,398206.0,-,conserved hypothetical protein,Function unknown,,Op245
cg0451,cg0451,BX927147.1,,398278.0,399582.0,+,PUTATIVE MEMBRANE PROTEIN,Function unknown,,Op246
cg0452,cg0452,BX927147.1,,399598.0,400020.0,+,hypothetical protein,No COG annotation,,Op246
cg0453,cg0453,BX927147.1,,400039.0,400344.0,+,PREDICTED MEMBRANE PROTEIN,Function unknown,,Op246
cg0454,cg0454,BX927147.1,,400499.0,401152.0,+,TETR-FAMILY TRANSCRIPTIONAL REGULATOR,Transcription,,Op247
cg0455,cg0455,BX927147.1,,401149.0,402798.0,+,permease%2C major facilitator superfamily,Amino acid transport and metabolism,,Op247
cg0456,cg0456,BX927147.1,,402798.0,404432.0,+,permease%2C major facilitator superfamily,Amino acid transport and metabolism,,Op247
cg0457,purU,BX927147.1,,404504.0,405418.0,-,PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PROTEIN,Nucleotide transport and metabolism,,Op248
cg0458,deoC,BX927147.1,,405479.0,406147.0,+,DEOXYRIBOSE-PHOSPHATE ALDOLASE,Nucleotide transport and metabolism,,Op249
cg0462,cg0462,BX927147.1,,406549.0,407418.0,+,conserved hypothetical protein,Function unknown,,Op250
cg0463,cg0463,BX927147.1,,407405.0,407707.0,-,conserved HYPOTHETICAL PROTEIN,Function unknown,,Op251
cg0464,ctpA,BX927147.1,,407707.0,409974.0,-,COPPER-TRANSPORTING ATPASE,Inorganic ion transport and metabolism,,Op251
